dataset_id,source_file,entry_id,method,resolution_angstrom,em_resolution_angstrom,wilson_b_estimate,b_factor_type,rfree,rfactor,deposited_atoms
rcsb::3VWD,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,3VWD,X-RAY DIFFRACTION,1.25,,9.943,FULL,0.1716,0.151,1881
rcsb::8QV2,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8QV2,ELECTRON MICROSCOPY,9.2,9.2,,,,,255200
rcsb::2KJ6,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,2KJ6,SOLUTION NMR,,,,,,,764
rcsb::6T59,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6T59,ELECTRON MICROSCOPY,3.11,3.11,,,,,143047
rcsb::7AC5,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7AC5,X-RAY DIFFRACTION,2.26,,41.04,FULL,0.2547,0.2187,8018
rcsb::7QJ6,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJ6,ELECTRON MICROSCOPY,7.8,7.8,,,,,91575
rcsb::7QJ7,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJ7,ELECTRON MICROSCOPY,8.7,8.7,,,,,109579
rcsb::7QJ1,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJ1,ELECTRON MICROSCOPY,7.0,7.0,,,,,50899
rcsb::7QJ8,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJ8,ELECTRON MICROSCOPY,8.7,8.7,,,,,108354
rcsb::2JRF,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,2JRF,SOLUTION NMR,,,,,,,1348
rcsb::5FM1,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5FM1,ELECTRON MICROSCOPY,8.0,8.0,,,,,16938
rcsb::8VA2,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8VA2,ELECTRON MICROSCOPY,4.5,4.5,,,,,13430
rcsb::4ABO,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4ABO,ELECTRON MICROSCOPY,8.6,8.6,,,,,27996
rcsb::9H9P,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9H9P,ELECTRON MICROSCOPY,4.5,4.5,,,,,16352
rcsb::8C5C,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8C5C,ELECTRON MICROSCOPY,5.3,5.3,,,,,178971
rcsb::7EVL,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7EVL,X-RAY DIFFRACTION,2.15,,42.115,FULL,0.2431,0.2038,3422
rcsb::2P4N,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,2P4N,ELECTRON MICROSCOPY,9.0,9.0,,,,,9264
rcsb::2XRP,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,2XRP,ELECTRON MICROSCOPY,8.2,8.2,,,,,27756
rcsb::5EFK,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5EFK,X-RAY DIFFRACTION,1.82,,16.32,FULL,0.1858,0.1597,3116
rcsb::2KJR,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,2KJR,SOLUTION NMR,,,,,,,725
rcsb::3DCO,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,3DCO,ELECTRON MICROSCOPY,11.0,11.0,,,,,8977
rcsb::8BPO,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8BPO,ELECTRON MICROSCOPY,2.8,2.8,,,,,143326
rcsb::4ATU,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4ATU,ELECTRON MICROSCOPY,8.3,8.3,,,,,27840
rcsb::4ATX,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4ATX,ELECTRON MICROSCOPY,8.2,8.2,,,,,9183
rcsb::3JAW,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,3JAW,ELECTRON MICROSCOPY,3.9,3.9,,,,,13632
rcsb::4NFN,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4NFN,X-RAY DIFFRACTION,1.42,,16.564,,0.2125,,2579
rcsb::4AQV,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4AQV,ELECTRON MICROSCOPY,9.7,9.7,,,,,1354
rcsb::4AQW,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4AQW,ELECTRON MICROSCOPY,9.5,9.5,,,,,1311
